item_id,total_interactions,unique_users,first_timestamp,last_timestamp
18957,22,22,1483226954000,1582132243534
18958,1,1,1516043428196,1516043428196
18959,2,2,1552499013007,1552523554954
18960,3,3,1583350011403,1585584363428
18961,2,2,1480911006000,1493535790000
18962,1,1,1376008137000,1376008137000
18963,1,1,1582113569883,1582113569883
18964,1,1,1513366534891,1513366534891
18965,1,1,1497997218299,1497997218299
18966,4,4,1520270149439,1544065326644
18967,2,2,1561946355074,1570564256747
18968,2,2,1578966930200,1602254578175
18969,1,1,1530465747381,1530465747381
18970,1,1,1500325591307,1500325591307
18971,2,2,1459451424000,1576522962094
18972,1,1,1531952939327,1531952939327
18973,2,2,1560435800692,1594140833790
18974,1,1,1453839095000,1453839095000
18975,2,2,1468204179000,1535908262655
18976,1,1,1388694047000,1388694047000
18977,19,19,1574031822257,1602825097339
18978,1,1,1529375330782,1529375330782
18979,4,4,1482877088000,1564168299038
18980,1,1,1562263947846,1562263947846
18981,1,1,1551245029756,1551245029756
18982,3,3,1552523179813,1580688852034
18983,1,1,1577483792746,1577483792746
18984,2,2,1597309132027,1597459950407
18985,1,1,1556907735350,1556907735350
18986,1,1,1493996724000,1493996724000
18987,6,6,1267831368000,1466219318000
18988,2,2,1439962612000,1484246803000
18989,4,4,1476551321000,1513660819051
18990,1,1,1559125707265,1559125707265
18991,5,5,1579571501165,1599027067129
18992,1,1,1588546131593,1588546131593
18993,2,2,1584477706690,1595356133867
18994,2,2,1453054825000,1475263978000
18995,1,1,1553136013731,1553136013731
18996,1,1,1597946169856,1597946169856
18997,3,3,1421952440000,1479415240000
18998,1,1,1597864256363,1597864256363
18999,5,5,1484372811000,1528853332378
19000,2,2,1583515035164,1588524179850
19001,1,1,1472346374000,1472346374000
19002,1,1,1575586057192,1575586057192
19003,1,1,1598655323600,1598655323600
19004,1,1,1500646990742,1500646990742
19005,31,30,1434321201000,1595803222828
19006,2,2,1501955268557,1582403825060
19007,2,2,1491417105000,1578101733527
19008,3,3,1404238340000,1457146640000
19009,1,1,1556905377409,1556905377409
19010,2,2,1413287837000,1449330850000
19011,1,1,1581509421159,1581509421159
19012,4,4,1580850812549,1598537742591
19013,1,1,1483848239000,1483848239000
19014,1,1,1330222270000,1330222270000
19015,10,10,1533700643243,1580592720147
19016,2,2,1590180763643,1590439180462
19017,2,2,1559828966531,1573619532516
19018,1,1,1421443227000,1421443227000
19019,7,7,1339156270000,1418113249000
19020,10,10,1501443638659,1557870312619
19021,19,19,1506274173488,1582486668723
19022,29,29,1449966701000,1484183122000
19023,3,3,1568792436744,1576601071173
19024,4,4,1571613491302,1574049979047
19025,1,1,1573498293377,1573498293377
19026,1,1,1586656688540,1586656688540
19027,9,8,1449028212000,1543363882684
19028,1,1,1466537843000,1466537843000
19029,2,2,1524289066260,1602086379960
19030,3,3,1479683410000,1538191446127
19031,1,1,1534141882480,1534141882480
19032,2,2,1508377347858,1546709768806
19033,5,5,1468556439000,1518133967952
19034,269,268,1273327028000,1592869082350
19035,1,1,1534888022167,1534888022167
19036,2,2,1559137742839,1566861808319
19037,7,6,1576200625259,1594431937697
19038,2,2,1545094478187,1546972102813
19039,1,1,1518738969811,1518738969811
19040,1,1,1433793525000,1433793525000
19041,1,1,1574004559878,1574004559878
19042,2,2,1392901403000,1398173861000
19043,1,1,1564198075686,1564198075686
19044,2,2,1589900652962,1600401919256
19045,1,1,1567544615428,1567544615428
19046,2,2,1532570860037,1543464343858
19047,110,110,1475015341000,1603145052203
19048,2,2,1578781487451,1601029892578
19049,2,2,1561304003283,1562602016041
19050,1,1,1560149025340,1560149025340
19051,1,1,1596752889526,1596752889526
19052,3,3,1469996218000,1515619348577
19053,1,1,1537741229899,1537741229899
19054,18,18,1407805821000,1480726951000
19055,1,1,1573757963886,1573757963886
19056,3,3,1574016921340,1578003038881
19057,2,2,1594537185576,1595503374864
19058,1,1,1581170812066,1581170812066
19059,1,1,1507841261724,1507841261724
19060,6,6,1410802589000,1525020444240
19061,3,3,1424274061000,1467748774000
19062,1,1,1569620901310,1569620901310
19063,1,1,1529688766572,1529688766572
19064,1,1,1587329037511,1587329037511
19065,11,11,1459429480000,1560913019137
19066,37,37,1470350971000,1563215282021
19067,1,1,1595358253692,1595358253692
19068,9,9,1509305191896,1596778512914
19069,1,1,1428346135000,1428346135000
19070,2,2,1580591993941,1581990903972
19071,2,2,1521910048767,1570452290914
19072,4,4,1505769899119,1564368318588
19073,2,2,1543174687539,1543892669763
19074,1,1,1351627814000,1351627814000
19075,2,2,1574877213100,1596227404010
19076,2,2,1554858743976,1555474870966
19077,6,5,1512079209453,1544752930613
19078,1,1,1597845244734,1597845244734
19079,2,2,1524837435004,1529873219603
19080,4,4,1544386381357,1589641087864
19081,1,1,1559819721463,1559819721463
19082,1,1,1578155366368,1578155366368
19083,3,3,1592153145107,1597290772440
19084,6,6,1595788304527,1603291418560
19085,3,3,1530020262573,1557672781878
19086,1,1,1497291760782,1497291760782
19087,9,9,1522069512923,1566614132338
19088,1,1,1547316086506,1547316086506
19089,7,7,1576384702114,1594818651741
19090,1,1,1600795689202,1600795689202
19091,1,1,1587781298884,1587781298884
19092,14,14,1478999238000,1548214346878
19093,1,1,1420853275000,1420853275000
19094,4,4,1492399110000,1599262014232
19095,1,1,1453153180000,1453153180000
19096,6,6,1572275949766,1600186236149
19097,1,1,1603228990048,1603228990048
19098,1,1,1583479257244,1583479257244
19099,1,1,1479138366000,1479138366000
19100,6,6,1557496189388,1603480374977
19101,4,4,1451748385000,1472085532000
19102,3,3,1448242844000,1467058658000
19103,3,3,1475194945000,1534729626771
19104,1,1,1509025971382,1509025971382
19105,4,4,1573017070183,1602700850290
19106,1,1,1602937209234,1602937209234
19107,1,1,1563926022127,1563926022127
19108,2,2,1525302197891,1525314924225
19109,1,1,1555791358525,1555791358525
19110,9,9,1568598805869,1602008745508
19111,2,2,1573599589216,1578120411329
19112,5,5,1442281487000,1497461224838
19113,1,1,1556483161542,1556483161542
19114,1,1,1459381331000,1459381331000
19115,1,1,1577823324476,1577823324476
19116,1,1,1557943359520,1557943359520
19117,1,1,1418155826000,1418155826000
19118,2,2,1302776617000,1359562632000
19119,2,2,1365166112000,1380874263000
19120,1,1,1510770814861,1510770814861
19121,6,6,1566074765797,1589065343645
19122,1,1,1456160121000,1456160121000
19123,3,3,1580954511715,1603048521806
19124,3,3,1598650900933,1600851766595
19125,1,1,1466737219000,1466737219000
19126,1,1,1552319085591,1552319085591
19127,21,21,1412694452000,1473527960000
19128,1,1,1551760458921,1551760458921
19129,1,1,1557497978879,1557497978879
19130,15,15,1528311734692,1567192142236
19131,1,1,1543490803275,1543490803275
19132,12,12,1050087989000,1165797771000
19133,1,1,1529502935438,1529502935438
19134,1,1,1534349394714,1534349394714
19135,1,1,1579512872132,1579512872132
19136,1,1,1497288957614,1497288957614
19137,7,7,1509818898598,1580956938772
19138,1,1,1495039131000,1495039131000
19139,53,52,1516963599902,1590533137365
19140,30,30,1341120902000,1421520584000
19141,1,1,1595169219148,1595169219148
19142,4,4,1596309795146,1599299553585
19143,1,1,1491267294000,1491267294000
19144,1,1,1465345942000,1465345942000
19145,3,3,1391555300000,1407614081000
19146,1,1,1547128000459,1547128000459
19147,1,1,1559927082714,1559927082714
19148,1,1,1578551989378,1578551989378
19149,1,1,1542359024162,1542359024162
19150,3,3,1579002935958,1579894961895
19151,6,6,1321041597000,1521151367427
19152,5,5,1482651543000,1536750804295
19153,12,12,1404739459000,1549888971541
19154,22,21,1519927817484,1598553367542
19155,1,1,1543178304080,1543178304080
19156,10,10,1485022125000,1583960639173
19157,2,2,1509311397891,1547739761465
19158,1,1,1598777875131,1598777875131
19159,1,1,1588773584396,1588773584396
19160,4,1,1558575627633,1558575627633
19161,2,2,1551796777371,1563963118177
19162,1,1,1482597857000,1482597857000
19163,1,1,1499128643906,1499128643906
19164,1,1,1512066002145,1512066002145
19165,3,3,1560999594712,1591391360586
19166,3,3,1504647421636,1511912886218
19167,18,18,1441736806000,1526264048721
19168,1,1,1501119460407,1501119460407
19169,4,4,1578785770757,1597161859444
19170,3,3,1597785755093,1598892986613
19171,5,5,1529086724463,1562394834507
19172,1,1,1529806654466,1529806654466
19173,3,3,1355183542000,1360865503000
19174,1,1,1603398633244,1603398633244
19175,25,25,1541360836322,1602956723309
19176,9,7,1541389158559,1592188431433
19177,1,1,1588544744015,1588544744015
19178,1,1,1484757687000,1484757687000
19179,1,1,1454468402000,1454468402000
19180,1,1,1419479800000,1419479800000
19181,1,1,1473888197000,1473888197000
19182,1,1,1436387220000,1436387220000
19183,1,1,1594343388390,1594343388390
19184,3,3,1481320263000,1546233806847
19185,1,1,1559744385643,1559744385643
19186,10,10,1484637053000,1514544279990
19187,2,2,1565779411407,1574962090350
19188,1,1,1597225495316,1597225495316
19189,1,1,1551380721843,1551380721843
19190,1,1,1471900603000,1471900603000
19191,3,3,1594765037940,1598132958103
19192,1,1,1580061671011,1580061671011
19193,58,57,1432674805000,1490995729000
19194,31,30,1199627479000,1525714779448
19195,1,1,1405978201000,1405978201000
19196,1,1,1449685590000,1449685590000
19197,2,2,1504707759882,1532792871975
19198,14,14,1497490884398,1558945892866
19199,1,1,1319293041000,1319293041000
19200,5,5,1519675594334,1548868216174
19201,3,3,1527366867638,1561684284546
19202,8,8,1562097433239,1570965864244
19203,1,1,1579188806968,1579188806968
19204,55,55,1065642713000,1475874741000
19205,11,11,1357695654000,1552384420773
19206,1,1,1534600653733,1534600653733
19207,2,2,1552875967682,1554152814835
19208,2,2,1544497643481,1546522326814
19209,25,22,1583421698666,1600230103867
19210,1,1,1570102186203,1570102186203
19211,1,1,1576189697740,1576189697740
19212,8,8,1508296685173,1601684157372
19213,3,3,1465087653000,1596944907309
19214,6,6,1487527273000,1516417560976
19215,3,3,1428443393000,1466220806000
19216,2,2,1564608579979,1593963959407
19217,4,4,1316151019000,1430095695000
19218,3,3,1460695126000,1486471802000
19219,5,5,1548305739210,1556634820363
19220,1,1,1569866684916,1569866684916
19221,2,2,1556146127615,1557192453764
19222,5,5,1581628000619,1602629963995
19223,1,1,1488325800000,1488325800000
19224,1,1,1566680006727,1566680006727
19225,1,1,1516454891076,1516454891076
19226,3,3,1444151532000,1484194417000
19227,3,3,1442256157000,1471361529000
19228,1,1,1480909640000,1480909640000
19229,2,2,1501190363160,1534606141502
19230,2,2,1285075366000,1311821465000
19231,1,1,1510951258616,1510951258616
19232,1,1,1491435386000,1491435386000
19233,1,1,1542680102467,1542680102467
19234,10,10,1570627432574,1600786979452
19235,1,1,1574796732049,1574796732049
19236,3,3,1592278761796,1595706271760
19237,1,1,1180539516000,1180539516000
19238,2,2,1468422233000,1478642622000
19239,1,1,1486423581000,1486423581000
19240,1,1,1472941443000,1472941443000
19241,3,3,1595313833919,1601762619491
19242,1,1,1457373239000,1457373239000
19243,6,6,1597112547878,1601829028343
19244,5,5,1376010075000,1477435478000
19245,7,6,1597883728811,1601174351855
19246,1,1,1553114870060,1553114870060
19247,1,1,1573337093307,1573337093307
19248,5,5,1484510937000,1525711976856
19249,2,2,1521179884921,1524499735129
19250,1,1,1537574348931,1537574348931
19251,2,2,1473972909000,1502152304071
19252,1,1,1600865396317,1600865396317
19253,1,1,1601768445635,1601768445635
19254,3,3,1558589858986,1575573657838
19255,3,3,1503803235466,1570670181494
19256,32,32,1453651706000,1598252460141
19257,2,2,1533406157347,1580582985622
19258,4,4,1461594367000,1486652897000
19259,3,3,1414762282000,1534078290632
19260,1,1,1419890157000,1419890157000
19261,1,1,1545002157749,1545002157749
19262,1,1,1446163633000,1446163633000
19263,4,4,1252757884000,1274887244000
19264,1,1,1483077378000,1483077378000
19265,1,1,1461200256000,1461200256000
19266,1,1,1490634794000,1490634794000
19267,14,14,1445624503000,1576645760631
19268,30,30,1490437966000,1600220386629
19269,3,3,1541970220718,1584549092762
19270,3,3,1558616987270,1580331076802
19271,1,1,1470410649000,1470410649000
19272,6,6,1484117628000,1515364758425
19273,5,5,1515001169129,1524883744722
19274,2,2,1528923621596,1532051646453
19275,3,3,1574139870289,1582603973419
19276,1,1,1603402100029,1603402100029
19277,1,1,1576368219389,1576368219389
19278,5,5,1517629362516,1533351388984
19279,1,1,1580141510425,1580141510425
19280,2,2,1476291251000,1483052137000
19281,3,3,1508900657545,1584615257125
19282,1,1,1529643658720,1529643658720
19283,17,16,1455455276000,1570069210483
19284,22,22,1576414855671,1597746197421
19285,8,8,1577318973156,1599920429928
19286,13,13,1453491373000,1579916641780
19287,1,1,1538046524005,1538046524005
19288,16,16,1407269079000,1486134709000
19289,2,2,1461626589000,1463610664000
19290,10,10,1586543208669,1597786853757
19291,2,2,1495759668000,1514592713543
19292,1,1,1573300272046,1573300272046
19293,1,1,1547759869197,1547759869197
19294,8,8,1481463323000,1582740541181
19295,9,9,1560510247441,1590928093698
19296,1,1,1426452933000,1426452933000
19297,1,1,1522632002317,1522632002317
19298,5,5,1551492795078,1600640985782
19299,9,9,1556994555852,1597344382630
19300,1,1,1365486521000,1365486521000
19301,1,1,1391795156000,1391795156000
19302,2,2,1397535066000,1449242670000
19303,2,2,1473625081000,1473807426000
19304,6,6,1562827387110,1586611964358
19305,2,2,1523133613707,1564878841712
19306,1,1,1540595398779,1540595398779
19307,4,4,1564678214086,1590974934109
19308,1,1,1574798909804,1574798909804
19309,2,2,1577666409712,1578171973574
19310,1,1,1592026449483,1592026449483
19311,99,97,1496873389634,1568421141131
19312,2,2,1580307038984,1586119969642
19313,1,1,1309310908000,1309310908000
19314,1,1,1437328313000,1437328313000
19315,1,1,1501892093226,1501892093226
19316,1,1,1596436404867,1596436404867
19317,1,1,1541494581159,1541494581159
19318,1,1,1565795622950,1565795622950
19319,5,5,1580176731150,1597093155613
19320,1,1,1483363230000,1483363230000
19321,1,1,1586304760984,1586304760984
19322,1,1,1494988182000,1494988182000
19323,39,39,1469568190000,1591039545669
19324,1,1,1493159383000,1493159383000
19325,2,2,1486309476000,1490207785000
19326,1,1,1572925695272,1572925695272
19327,7,7,1574633307803,1600019278092
19328,1,1,1579823911013,1579823911013
19329,1,1,1578007544250,1578007544250
19330,4,4,1463768970000,1583901981107
19331,5,5,1507485240142,1586101876557
19332,1,1,1476917456000,1476917456000
19333,12,12,1599849404016,1603248623253
19334,34,33,1523209688892,1603080685175
19335,3,3,1390582217000,1423001615000
19336,1,1,1491323078000,1491323078000
19337,1,1,1504310063725,1504310063725
19338,3,3,1544393077797,1559860831747
19339,2,2,1503624487529,1507688056268
19340,7,7,1555474845633,1565376893107
19341,3,3,1568420388766,1593724476344
19342,2,2,1517198972052,1518409408455
19343,1,1,1533239190571,1533239190571
19344,3,3,1381157992000,1388065137000
19345,3,3,1389898013000,1430657041000
19346,1,1,1461844617000,1461844617000
19347,1,1,1593827119263,1593827119263
19348,2,2,1574821999003,1588297945430
19349,1,1,1580243109502,1580243109502
19350,3,3,1444255303000,1462971732000
19351,1,1,1536373062448,1536373062448
19352,1,1,1577644092503,1577644092503
19353,4,4,1405506108000,1428679124000
19354,1,1,1589953299360,1589953299360
19355,10,10,1521520906578,1568502642439
19356,2,2,1529338073799,1596827056870
19357,1,1,1466515941000,1466515941000
19358,1,1,1586285267761,1586285267761
19359,1,1,1548166545019,1548166545019
19360,1,1,1413570403000,1413570403000
19361,5,5,1554325078310,1580145422741
19362,8,8,1551491390816,1598295210914
19363,1,1,1556164157096,1556164157096
19364,1,1,1387321086000,1387321086000
19365,34,34,1490418289000,1587917958021
19366,1,1,1521317140580,1521317140580
19367,1,1,1595529880064,1595529880064
19368,1,1,1430751347000,1430751347000
19369,5,5,1494990369000,1539750388784
19370,2,2,1482814003000,1596937152552
19371,1,1,1501494992751,1501494992751
19372,3,3,1480379149000,1554040994281
19373,1,1,1560781246512,1560781246512
19374,1,1,1566655458854,1566655458854
19375,24,24,1568811568136,1597268704168
19376,6,6,1557626847708,1582409732971
19377,1,1,1603559139215,1603559139215
19378,1,1,1485539779000,1485539779000
19379,1,1,1602861757318,1602861757318
19380,2,2,1561575732643,1575761089110
19381,2,2,1426810236000,1453314376000
19382,1,1,1598815188620,1598815188620
19383,12,12,1586281186396,1598987852479
19384,2,1,1598067501089,1598067501089
19385,8,8,1522185401702,1560270863449
19386,3,3,1542912918362,1597670969097
19387,2,2,1357688744000,1424223450000
19388,1,1,1501582823649,1501582823649
19389,2,2,1429640332000,1509055763980
19390,1,1,1480118766000,1480118766000
19391,6,6,1334628585000,1467748397000
19392,1,1,1489644688000,1489644688000
19393,3,3,1547049430845,1589386102171
19394,1,1,1569599842715,1569599842715
19395,1,1,1578100872035,1578100872035
19396,7,7,1481701661000,1562018546965
19397,1,1,1564328219726,1564328219726
19398,2,2,1567114107301,1579676918472
19399,1,1,1579456961424,1579456961424
19400,1,1,1432510519000,1432510519000
19401,3,3,1445121000000,1487275633000
19402,1,1,1501803604749,1501803604749
19403,6,6,1574120640788,1579543927289
19404,1,1,1405177334000,1405177334000
19405,4,4,1571275585918,1587901300378
19406,1,1,1568163481713,1568163481713
19407,5,5,1590709680454,1595906218334
19408,2,2,1493328924000,1504047006153
19409,2,2,1548116416846,1566606395238
19410,1,1,1603059478081,1603059478081
19411,2,2,1462506137000,1470400941000
19412,3,3,1512023651560,1541077379595
19413,1,1,1524226068905,1524226068905
19414,8,8,1451012459000,1483681339000
19415,2,2,1498271456491,1498597748240
19416,1,1,1531269522502,1531269522502
19417,1,1,1441750782000,1441750782000
19418,10,10,1530726249323,1595812519294
19419,5,5,1392357252000,1454646309000
19420,2,2,1551021063265,1575903744238
19421,1,1,1561757562400,1561757562400
19422,1,1,1573489531748,1573489531748
19423,6,6,1582047314852,1597976319285
19424,33,33,1467034309000,1566519867940
19425,46,46,1483728125000,1565992903064
19426,1,1,1486238761000,1486238761000
19427,5,5,1445896776000,1530730212786
19428,1,1,1483037640000,1483037640000
19429,1,1,1594999052268,1594999052268
19430,1,1,1577366731975,1577366731975
19431,9,9,1428969770000,1516007062270
19432,4,4,1456776066000,1491662622000
19433,1,1,1502200283276,1502200283276
19434,12,12,1445445782000,1569350436179
19435,13,12,1581736717222,1601838459752
19436,4,4,1599064943661,1601079378337
19437,6,6,1284991378000,1434063422000
19438,11,11,1528495051283,1568930025766
19439,1,1,1345830097000,1345830097000
19440,9,9,1452879955000,1470811184000
19441,31,30,1502157724121,1581974201376
19442,1,1,1156574909000,1156574909000
19443,3,3,1420554337000,1497026258995
19444,4,4,1449588127000,1530923299460
19445,2,2,1468682042000,1472002087000
19446,3,3,1503053700064,1569956861933
19447,1,1,1544371704176,1544371704176
19448,25,25,1561682202098,1600310200950
19449,1,1,1593797876964,1593797876964
19450,3,3,1502813540683,1532998664503
19451,1,1,1451341751000,1451341751000
19452,13,13,1593368137635,1603212807814
19453,3,3,1442719349000,1465424934000
19454,2,2,1360681297000,1394717948000
19455,1,1,1567195037526,1567195037526
19456,2,2,1568216953768,1577503096841
19457,1,1,1465854226000,1465854226000
19458,1,1,1548557020506,1548557020506
19459,6,6,1561313748414,1591041665103
19460,1,1,1514044377542,1514044377542
19461,1,1,1229142231000,1229142231000
19462,9,9,1193155979000,1361199657000
19463,1,1,1401566239000,1401566239000
19464,2,2,1512785785977,1562950406846
19465,2,2,1523299216552,1561748029250
19466,2,2,1532788514035,1540932350422
19467,43,43,1314973901000,1564275145254
19468,5,5,1544492093439,1575349485929
19469,3,2,1544835288918,1554096856305
19470,1,1,1549421296284,1549421296284
19471,1,1,1575477107997,1575477107997
19472,1,1,1509001357149,1509001357149
19473,2,2,1569710356580,1585422936667
19474,8,8,1576475906520,1591638495644
19475,6,5,1531165691364,1534342770511
19476,1,1,1569228288849,1569228288849
19477,1,1,1603159576219,1603159576219
19478,2,2,1450173170000,1580882446772
19479,2,2,1601582726476,1603403468018
19480,5,4,1533339592342,1565994543890
19481,2,2,1438135112000,1487344722000
19482,30,29,1507597827667,1531369302963
19483,9,8,1427164128000,1572424694565
19484,3,3,1597435181023,1598153307243
19485,2,2,1502921295204,1600988522818
19486,16,16,1551148340319,1589029374509
19487,1,1,1479607541000,1479607541000
19488,15,14,1486214797000,1593312697138
19489,6,6,1597122384642,1602593676055
19490,13,13,1429911606000,1586481251965
19491,1,1,1581023721412,1581023721412
19492,1,1,1557189104178,1557189104178
19493,10,10,1413854621000,1558566224517
19494,1,1,1477483845000,1477483845000
19495,2,2,1513264877216,1537580485878
19496,3,3,1355108684000,1362863713000
19497,1,1,1412855952000,1412855952000
19498,1,1,1591387986972,1591387986972
19499,3,3,1487128989000,1526828790916
19500,1,1,1523828007500,1523828007500
19501,2,2,1549600230680,1551012622078
19502,2,2,1575464486161,1577469323285
19503,9,9,1408368791000,1447438352000
19504,1,1,1503431043565,1503431043565
19505,6,6,1517346874239,1561838158140
19506,2,2,1537740877165,1562196201731
19507,1,1,1554127991527,1554127991527
19508,4,4,1582375335443,1587280448694
19509,2,2,1589797549173,1594909083028
19510,1,1,1601167949218,1601167949218
19511,1,1,1529692872906,1529692872906
19512,1,1,1591540991864,1591540991864
19513,5,5,1503335252870,1550159295808
19514,1,1,1557494933984,1557494933984
19515,4,4,1487302416000,1509986994958
19516,1,1,1506734308201,1506734308201
19517,27,27,1570293266969,1600134076359
19518,20,19,1536117530155,1597833006519
19519,1,1,1544454735107,1544454735107
19520,1,1,1519151763920,1519151763920
19521,1,1,1570798312341,1570798312341
19522,1,1,1502417183536,1502417183536
19523,16,16,1508522870261,1583840248701
19524,18,18,1567186532888,1601921146596
19525,1,1,1513275257492,1513275257492
19526,2,2,1524852831970,1552939934594
19527,248,244,1564630397760,1603303182019
19528,12,12,1469030467000,1589308507785
19529,7,7,1532967078329,1550104980053
19530,3,3,1578629714482,1595519336446
19531,1,1,1457530298000,1457530298000
19532,4,4,1583966249061,1595533524480
19533,1,1,1526795584819,1526795584819
19534,2,2,1553377928756,1565191940128
19535,1,1,1560622826804,1560622826804
19536,1,1,1510322926070,1510322926070
19537,1,1,1432927364000,1432927364000
19538,1,1,1593763896148,1593763896148
19539,1,1,1590982298089,1590982298089
19540,6,6,1449502623000,1466444636000
19541,3,3,1591500931899,1603120650089
19542,1,1,1308658321000,1308658321000
19543,1,1,1587493298957,1587493298957
19544,3,3,1539574463245,1550231055892
19545,3,3,1505791606903,1525539286684
19546,3,3,1511642358829,1533991660261
19547,1,1,1413485091000,1413485091000
19548,1,1,1542129883440,1542129883440
19549,1,1,1432082197000,1432082197000
19550,2,2,1553883891471,1559154661950
19551,2,2,1470321582000,1561427218511
19552,1,1,1584538059639,1584538059639
19553,1,1,1562425484163,1562425484163
19554,2,2,1439602923000,1488000852000
19555,1,1,1466892744000,1466892744000
19556,3,3,1523330306574,1552883125051
19557,5,5,1561228279685,1588937982374
19558,1,1,1454360208000,1454360208000
19559,2,2,1489159537000,1498003106051
19560,1,1,1583474122553,1583474122553
19561,17,17,1528560271747,1597582885722
19562,1,1,1570690965057,1570690965057
19563,1,1,1411481756000,1411481756000
19564,2,2,1591722774976,1592463668522
19565,1,1,1478707086000,1478707086000
19566,6,6,1497503873588,1566655520691
19567,3,3,1597968214966,1601968987377
19568,7,7,1554037901825,1597663018021
19569,1,1,1569702910409,1569702910409
19570,1,1,1593893749437,1593893749437
19571,3,3,1447902571000,1550974747012
19572,15,15,1459983043000,1534908784473
19573,4,4,1541168313195,1580656010149
19574,2,2,1438639242000,1504890538880
19575,1,1,1446150751000,1446150751000
19576,3,3,1543011972222,1545664067141
19577,2,2,1422816959000,1431121850000
19578,1,1,1539597206988,1539597206988
19579,1,1,1602334571650,1602334571650
19580,3,3,1464875888000,1578421363003
19581,1,1,1528244986738,1528244986738
19582,1,1,1477386869000,1477386869000
19583,1,1,1572659822830,1572659822830
19584,2,2,1583379035523,1593741305712
19585,1,1,1488506437000,1488506437000
19586,1,1,1518840211974,1518840211974
19587,1,1,1507812651389,1507812651389
19588,8,8,1542063063229,1594119365561
19589,2,2,1425827570000,1500643657298
19590,1,1,1492188311000,1492188311000
19591,1,1,1530564897847,1530564897847
19592,2,2,1595438187864,1595517440007
19593,3,3,1459820295000,1470000291000
19594,1,1,1481121283000,1481121283000
19595,2,2,1554089445330,1554341343953
19596,2,2,1566449278079,1580788576006
19597,2,2,1568165584732,1568600304875
19598,8,8,1419794781000,1527449648345
19599,2,2,1547589442328,1591598320212
19600,1,1,1603243031217,1603243031217
19601,1,1,1591546308697,1591546308697
19602,2,2,1555722853806,1574355893873
19603,2,2,1561697566092,1578129534700
19604,2,2,1568757920325,1591290708828
19605,1,1,1574435290499,1574435290499
19606,1,1,1403130536000,1403130536000
19607,1,1,1602098610820,1602098610820
19608,8,8,1417559984000,1437847470000
19609,21,20,1409338295000,1522946203263
19610,1,1,1486862656000,1486862656000
19611,2,2,1457148340000,1523923614313
19612,3,3,1569115874873,1571422784802
19613,1,1,1490268578000,1490268578000
19614,1,1,1550247884782,1550247884782
19615,6,6,1598839135228,1601288024089
19616,1,1,1596567802852,1596567802852
19617,5,5,1480714213000,1544378147794
19618,20,19,1573337100180,1600443200647
19619,3,3,1461900062000,1511720033537
19620,1,1,1577017097770,1577017097770
19621,1,1,1504753556464,1504753556464
19622,1,1,1528762944300,1528762944300
19623,2,2,1534905415757,1567789547430
19624,8,8,1434932957000,1534141136609
19625,1,1,1560898283519,1560898283519
19626,1,1,1523597866536,1523597866536
19627,1,1,1562762606032,1562762606032
19628,3,3,1591029992378,1596186004987
19629,11,11,1556028611253,1582611004735
19630,1,1,1593897468081,1593897468081
19631,2,2,1599104238821,1602786832142
19632,6,6,1542170898979,1602194103423
19633,13,13,1573002647025,1591400756313
19634,2,2,1534819938843,1545268072265
19635,1,1,1441122768000,1441122768000
19636,9,9,1451981963000,1573252748056
19637,1,1,1590962847987,1590962847987
19638,2,2,1575703042091,1592208784230
19639,1,1,1561458889431,1561458889431
19640,1,1,1558985602870,1558985602870
19641,1,1,1523298104862,1523298104862
19642,2,2,1557327309202,1589812433595
19643,2,2,1559361594790,1570571469224
19644,1,1,1570037762863,1570037762863
19645,1,1,1509199645533,1509199645533
19646,1,1,1594899278256,1594899278256
19647,2,2,1481257076000,1570311585642
19648,1,1,1547880881502,1547880881502
19649,1,1,1473244871000,1473244871000
19650,1,1,1490129575000,1490129575000
19651,3,3,1578183698883,1579579079873
19652,3,3,1591915753468,1593457180026
19653,3,3,1536509424458,1591518014567
19654,6,6,1444276601000,1467131927000
19655,2,2,1591356743521,1601320376651
19656,1,1,1421000449000,1421000449000
19657,1,1,1482167360000,1482167360000
19658,89,88,1511050347576,1602956344464
19659,1,1,1532690174423,1532690174423
19660,12,12,1514949341876,1560389473967
19661,1,1,1598486662583,1598486662583
19662,1,1,1484956429000,1484956429000
19663,1,1,1565584908432,1565584908432
19664,1,1,1595818030559,1595818030559
19665,10,10,1425915954000,1476725494000
19666,4,3,1451911695000,1457653234000
19667,1,1,1569270048279,1569270048279
19668,2,2,1584144713842,1592961600629
19669,1,1,1455041276000,1455041276000
19670,1,1,1592154371469,1592154371469
19671,1,1,1478151317000,1478151317000
19672,1,1,1378832706000,1378832706000
19673,1,1,1528311883846,1528311883846
19674,1,1,1538798864943,1538798864943
19675,3,3,1561688314666,1563638099826
19676,1,1,1479250354000,1479250354000
19677,6,6,1529016142967,1570381402055
19678,1,1,1561209211858,1561209211858
19679,16,16,1461565718000,1531665230736
19680,6,6,1530872428937,1597723279510
19681,1,1,1383844343000,1383844343000
19682,1,1,1590105661331,1590105661331
19683,16,16,1554929570597,1598003440372
19684,190,187,1446297078000,1593097517272
19685,1,1,1566666834193,1566666834193
19686,1,1,1597933267860,1597933267860
19687,2,2,1600608882819,1601512885408
19688,1,1,1457879624000,1457879624000
19689,1,1,1490151907000,1490151907000
19690,1,1,1483515463000,1483515463000
19691,1,1,1519697296552,1519697296552
